text,intent,tags
tôi đang cần thông_tin chuyến bay từ hà_nội đến huế vào thứ tư,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name
bạn có_thể liệt_kê tất_cả các chuyến bay khởi_hành từ hà_nội và hạ_cánh ở california với một điểm dừng ở tokyo không,flight,O O O O O O O O O B-fromloc.city_name O O O B-toloc.city_name O O O O O B-stoploc.city_name O
tất_cả các chuyến bay từ huế đến buôn_ma_thuột khởi_hành sau 6 giờ chiều và trước 7 giờ 15 phút tối,flight,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time
liệt_kê các chuyến bay từ hải_phòng đến đà_nẵng vào thứ tư,flight,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name
khoảng_cách giữa sân_bay buôn_ma_thuột và trung_tâm thành_phố buôn_ma_thuột là bao_nhiêu,distance,O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name I-toloc.city_name O O
cho tôi biết các chuyến bay từ liên khương đến bất_kỳ sân_bay nào khác,flight,O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O O O
tìm một chuyến bay từ hà_nội đến amsterdam dừng lại ở bangkok có phục_vụ bữa tối và tôi muốn tìm hãng hàng_không cho chuyến bay này,flight,O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name O O B-meal_description I-meal_description O O O O O O O O O O
liệt_kê tất_cả các chuyến bay từ washington dc đến tampa florida,flight,O O O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name B-toloc.state_name
bạn có_thể cho tôi biết giá vé một_chiều rẻ nhất từ hà_nội đến thành_phố hồ_chí_minh được không,airfare,O O O O O O O B-round_trip B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O
có những hãng hàng_không nào,airline,O O O O O
tôi muốn một chuyến bay giữa huế và thành_phố hồ_chí_minh khởi_hành từ huế vào buổi chiều và hạ_cánh vào lúc 5 giờ chiều và nó phải là một chuyến bay không dừng,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-fromloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day O O O O B-arrive_time.time I-arrive_time.time I-arrive_time.time O O O O O O O B-flight_stop I-flight_stop
có hãng hàng_không nào quảng_cáo rằng nó có nhiều chuyến bay hơn bất_kỳ hãng hàng_không nào khác không,airline,O O O O O O O O O O O B-mod O O O O O O
thành_phố hồ_chí_minh đến huế,flight,B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
giá vé thấp nhất từ huế đến hạ_long là bao_nhiêu,airfare,O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O O
tất_cả các chuyến bay từ hà_nội đến washington dc vào ngày mười một tháng mười hai,flight,O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name I-depart_date.month_name
chuyến bay từ pleiku đến côn_đảo,flight,O O O B-fromloc.city_name O B-toloc.city_name
tôi muốn xem các chuyến bay từ đà_nẵng đến thành_phố vinh,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
tôi muốn một chuyến bay của vna từ hà_nội đến huế,flight,O O O O O O B-airline_code O B-fromloc.city_name O B-toloc.city_name
bạn có_thể liệt_kê các chuyến bay từ hà_nội đến chiang mai với giá vé một_chiều thấp nhất khởi_hành vào thứ_bảy không,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-round_trip B-cost_relative I-cost_relative O O B-depart_date.day_name O
cho tôi biết các chuyến bay đến đà_nẵng từ hạ_long tuy_hoà và buôn_ma_thuột,flight,O O O O O O O B-toloc.city_name O B-fromloc.city_name B-fromloc.city_name O B-fromloc.city_name
tất_cả các chuyến bay rời washington dc đến thành_phố hồ_chí_minh và là chuyến bay hạng nhất,flight,O O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name O O O O B-class_type I-class_type
tôi cần một chuyến bay từ đà_nẵng đến đồng_hới,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name
các dịch_vụ giao_thông đường_bộ ở thành_phố vinh,ground_service,O O O O O B-city_name I-city_name
mã giá vé qo nghĩa_là gì,abbreviation,O O O B-fare_basis_code O O
giao_thông đường_bộ ở sài_gòn,ground_service,O O O B-city_name
cho tôi chuyến bay muộn nhất đến sân_bay liên khương,flight,O O O O B-flight_mod I-flight_mod O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name
những hãng hàng_không nào có chuyến bay giữa cam_ranh và hạ_long,airline,O O O O O O O O B-fromloc.city_name O B-toloc.city_name
chuyến bay cuối_cùng của jetstar từ hà_nội đến washington dc vào ngày hai_mươi mốt tháng bảy,flight,O O B-flight_mod O B-airline_name O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
hiển_thị các chuyến bay từ hà_nội đến huế vào sáng thứ tư,flight,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name
cho tôi biết tất_cả các chuyến bay từ pleiku đến hà_nội vào thứ hai có phục_vụ bữa ăn và đến trước giữa trưa,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name O O B-meal I-meal O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
liệt_kê tất_cả các chuyến bay hàng ngày từ hà_nội đến cần_thơ và từ cần_thơ đến hà_nội của hãng hàng_không vietjet air,flight,O O O O O B-flight_days I-flight_days O B-fromloc.city_name O B-toloc.city_name O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name I-airline_name I-airline_name
tôi cần một chuyến bay từ cần_thơ đến tuy_hoà vào một ngày thứ năm,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-depart_date.day_name I-depart_date.day_name
giá vé từ hồ_chí_minh đến thành_phố đà_nẵng trên chuyến bay vj 632 là bao_nhiêu,airfare,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-airline_code B-flight_number O O
các chuyến bay nào từ đà_nẵng đến côn_đảo,flight,O O O O O B-fromloc.city_name O B-toloc.city_name
liệt_kê các chuyến bay hàng ngày của hãng hàng_không vietnam airlines từ huế đến côn_đảo với dịch_vụ hạng nhất,flight,O O O O B-flight_days I-flight_days O B-airline_name I-airline_name I-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O O B-class_type I-class_type
có phương_tiện giao_thông đường_bộ từ sân_bay nội bài đến trung_tâm thành_phố hà_nội không,ground_service,O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name I-toloc.city_name O
cho tôi biết các chuyến bay buổi sáng sớm từ hạ_long đến thành_phố vinh vào thứ tư,flight,O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_time.period_mod O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name
những chuyến bay nào từ đà_nẵng đến thành_phố hồ_chí_minh hạ_cánh trước 8 giờ tối ở thành_phố hồ_chí_minh,flight,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O B-toloc.city_name I-toloc.city_name
được rồi giờ thì bạn có_thể lấy cho tôi một vé khứ_hồi từ hạ_long đến thành_phố đồng_hới được không,flight,O O O O O O O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O
cho tôi biết các chuyến bay từ phú_quốc đến huế,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name
chuyến bay sớm nhất bay từ buôn_ma_thuột đến hạ_long vào ngày mùng năm tháng bảy,flight,O O B-flight_mod I-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
"tôi đang tìm một chuyến bay giữa huế và cần_thơ , chuyến bay sẽ khởi_hành vào buổi chiều và đến_nơi vào lúc gần 5 giờ chiều và là chuyến bay không nghỉ",flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O O O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O O O O B-flight_stop I-flight_stop
phương_tiện giao_thông đường_bộ nào có_thể sử_dụng ở quy nhơn,ground_service,O O O O O O O B-city_name I-city_name
tôi muốn một chuyến bay từ olso đến hà_nội với điểm dừng ở istanbul,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name
tôi cần thông_tin về các chuyến bay từ thành_phố đồng_hới quảng_bình đến rạch_giá kiên_giang và tôi chỉ quan_tâm đến những chuyến bay của bamboo airways,flight,O O O O O O O O B-fromloc.city_name I-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name O O O O O O O O O B-airline_name I-airline_name
chuyến bay đầu_tiên khởi_hành từ cần_thơ đến hà_nội là khi nào,flight,O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O O
các chuyến bay từ hải_phòng đến cam_ranh,flight,O O O O B-fromloc.city_name O B-toloc.city_name
cho tôi biết thông_tin về các chuyến bay khởi_hành từ phú_quốc và đến hạ_long quảng_ninh vào thứ hai tới tôi cần biết về các chuyến bay đến hạ_long trong khoảng thời_gian từ 4h15 đến 5h45 chiều,flight,O O O O O O O O O O B-fromloc.city_name O O B-toloc.city_name B-toloc.state_name O B-depart_date.day_name I-depart_date.day_name B-depart_date.date_relative O O O O O O O O B-toloc.city_name O O O O B-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time
cho tôi biết các chuyến bay jetstar từ đà_lạt đến huế,flight,O O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name
ở huế có loại phương_tiện giao_thông đường_bộ nào đi từ sân_bay đến trung_tâm thành_phố,ground_service,O B-city_name O O O O O O O O O O O O
cho tôi một chuyến bay từ thành_phố huế đến cần_thơ vào chủ_nhật,flight,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
cho tôi xem tất_cả giá vé một_chiều giữa thành_phố vinh và thành_phố hồ_chí_minh dưới 1 triệu rưỡi,airfare,O O O O O O B-round_trip O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-cost_relative B-fare_amount I-fare_amount I-fare_amount
giải_thích cho tôi mã bữa ăn sd d,abbreviation,O O O O B-meal I-meal B-meal_code I-meal_code
tôi muốn biết các chuyến bay từ huế đến buôn_ma_thuột,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name
tất_cả các chuyến bay từ hà_nội đến huế,flight,O O O O O B-fromloc.city_name O B-toloc.city_name
cho tôi giá vé rẻ nhất từ đà_lạt đến đà_nẵng,airfare,O O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name
tôi đang muốn bay từ huế đến hà_nội và tôi muốn một chuyến bay có phục_vụ bữa ăn,flight,O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O O O B-meal I-meal
giá vé rẻ nhất từ thành_phố hồ_chí_minh đến đà_nẵng là bao_nhiêu,airfare,O O B-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O
liệt_kê các chuyến bay khứ_hồi từ đồng_hới đến cà_mau,flight,O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name
chuyến bay sớm nhất mà tôi có_thể bay được giữa hà_nội và đà_lạt,flight,O O B-flight_mod I-flight_mod O O O O O O B-fromloc.city_name O B-toloc.city_name
tôi muốn biết loại máy_bay nào bay từ hà_nội đến đà_lạt sau 5 giờ 20,aircraft,O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time
bạn có_thể vui_lòng cho tôi biết tất_cả các chuyến bay trong tuần giữa huế và đà_lạt được không,flight,O O O O O O O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name O O
tôi muốn bay từ hải_phòng đến pleiku vào sáng mai,flight,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.today_relative
chuyến bay nào trong số các chuyến bay từ kuala lumpur đến đà_nẵng vào ngày 20 tháng 7 năm 2020 chở số_lượng hành_khách ít_nhất,flight,O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name B-depart_date.year I-depart_date.year O O O B-mod
hiển_thị cho tôi biết tất_cả các chuyến bay từ hà_nội đến phú_quốc khởi_hành vào thứ_ba và hiển_thị cho tôi biết tất_cả các chuyến bay từ phú_quốc đến hà_nội khởi_hành vào chủ_nhật,flight,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name
liệt_kê các lần cất_cánh và hạ_cánh tại sân_bay quốc_tế nội bài,flight,O O O O O O O B-airport_name I-airport_name I-airport_name I-airport_name
bạn có_thể cho tôi danh_sách các chuyến bay từ hạ_long đến đồng_hới được không,flight,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O
cho tôi xem vé hạng nhất từ đà_nẵng đến đà_lạt,airfare,O O O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name
